行政區域代碼,業者名稱店名,食品業者登錄字號,地址,評核結果
63000010,金仙魯肉飯_微風南京店,A-196955073-00000-2,臺北市松山區南京東路3段337號B2,優
63000010,御盤de食堂_微風南京店,A-128210689-00006-0,臺北市松山區南京東路3段337號B2,優
63000010,銀座杏子日式豬排_微風南京店,A-142756204-00013-2,臺北市松山區南京東路337號B2,優
63000010,橫濱牛排_微風南京,A-127766105-00033-8,臺北市松山區南京東路3段337號3樓,優
63000020,麻辣45_微風信義百貨,A-170443909-00049-7,臺北市信義區忠孝東路5段68號45樓,優
63000100,STARBUCKS COFFEE_港墘門市,A-116097091-00032-6,臺北市內湖區瑞光路216號1樓,優
63000100,STARBUCKS COFFEE_內湖陽光門市,A-116097091-02104-8,臺北市內湖區陽光街290號,優
63000050,乾杯列車 微風台北車站,A-170443909-00019-4,臺北市中正區北平西路3號2樓,優
63000050,銀座杏子日式豬排 微風台北車站,A-142756204-00002-0,臺北市中正區北平西路3號2樓,優
63000050,涓豆腐 微風台北車站,A-128841757-00010-1,臺北市中正區北平西路3號2樓,優
63000050,瓦城大心 微風台北車站,A-154026647-00012-5,臺北市中正區北平西路3號2樓,優
63000050,一風堂 微風台北車站,A-153697365-00006-8,臺北市中正區北平西路3號2樓,優
63000050,丸壽司 微風台北車站2樓,A-128454447-00004-0,臺北市中正區北平西路3號2樓,優
63000050,丸壽司 微風台北車站1樓,A-128454447-00003-9,臺北市中正區北平西路3號2樓,優
63000070,北村豆腐家-萬華桂林店,A-128841757-00072-9,臺北市萬華區桂林路1號4樓,優
63000120,STARBUCKS COFFEE_關渡門市,A-116097091-01685-1,臺北市北投區大度路3段296巷45號1樓,優
63000120,春天酒店-竹林亭餐廳,A-129657407-00001-9,臺北市北投區幽雅路18號,優
63000120,STARBUCKS COFFEE 北投大業門市,A-116097091-02180-2,臺北市北投區大業路302號,優
63000010,22:02 火鍋 微風廣場店,A-124940448-00004-7, 臺北市松山區復興南路1段39號7樓,良
63000040,馬可先生雜糧健康烘焙-大直店,A-128558219-00002-0,臺北市 中山區 北安路561號,優
63000060,錢都涮涮鍋延平店,A-126237613-00000-8,臺北市大同區延平北路3段94號,優
63000060,臺北市天主教靜修中學廚房(上林餐飲股份有限公司),A-116530835-00010-0,臺北市大同區寧夏路59號,優
63000030,加分100%浜中特選昆布鍋物 忠孝店（微風）,A-200233392-00000-1,臺北市大安區忠孝東路4段17巷34號,良
63000010,海底撈火鍋 慶城店,H-158579916-00000-5,臺北市松山區慶城街1號3樓,優
63000010,肉多多火鍋_松山健康店,A-183053426-00001-0,臺北市松山區健康路7之1號,優
63000020,財團法人喜憨兒社會福利基金會喜憨兒烘焙屋,A-192070381-00052-5,臺北市信義區光復南路461號,優
63000020,火鍋世家-信義永吉店,A-200054949-00000-1,臺北市信義區永吉路181-2號,良
63000010,SUNMERRY聖瑪莉_慶城店,A-109499839-00172-9,臺北市松山區慶城街6號,優
63000040,肉多多火鍋-台北中山北店,A-183053426-00027-8,臺北市中山區中山北路1段82號,優
63000020,這味泰泰Mrs.Thai_微風南山店,A-124970174-00003-5,臺北市信義區松廉路3號B2,優
63000020,和牛47-微風南山店,A-170443909-00043-1,臺北市信義區松仁路100號47樓,優
63000020,石研室 微風南山店,A-124356965-00004-2,臺北市信義區松智路17號B2,優
63000040,Miacucina-新光南西店一館,A-152632935-00001-4,臺北市中山區南京西路12號2樓,優
63000040,STARBUCKS COFFEE_松江長安門市,A-116097091-02211-7,臺北市中山區松江路54號1樓,優
63000040,STARBUCKS COFFEE_松江門市,A-116097091-00047-2,臺北市中山區松江路210號,優
63000040,一之軒-松江店,A-122751743-00085-2,臺北市中山區松江路305號,優
63000040,丸亀製麵2號店_新光三越南西店3館,A-153919541-00008-3,臺北市中山區南京西路15號B1,優
63000050,小南門點心世界_微風台北站,A-124977367-00004-7,臺北市中正區北平西路3號2樓,優
63000050,瓦城Express_微風台北車站店,A-154026647-00010-3,臺北市中正區北平西路3號2樓,優
63000040,朱記餡餅粥店_新光三越南西店3館,A-153095716-00005-9,臺北市中山區南京西路15號B1,優
63000040,米達人-新光南西店一館,A-145128707-00009-1,臺北市中山區南京西路12號地下2樓,優
63000050,金子半之助_微風台北車站店,A-154889524-00001-4,臺北市中正區北平西路3號2樓,優
63000050,貳樓_微風台北車站店,A-128699013-00001-7,臺北市中正區北平西路3號2樓,優
63000050,翰林茶館-微風台北車站店,A-184957153-00251-8,臺北市中正區北平西路3號2樓,良
63000040,檀島茶餐廳-新光南西店一館,A-123309091-00091-5,臺北市中山區南京西路12號地下1樓,優
63000050,點點心_微風台北車站店,A-142634580-00003-3,臺北市中正區北平西路3號2樓,優
63000080,QBurger 文山萬隆店,A-176415177-00001-7,臺北市文山區萬隆里景福街4號1樓,優
63000080,QBurger 文山興德店,A-190838839-00001-7,臺北市文山區興隆路2段215之2號1樓,優
63000080,STARBUCKS COFFEE_木柵門市,A-116097091-00192-3,臺北市文山區木柵路3段75號,優
63000030,泰迪農園咖哩_SOGO復興館,A-150906000-00025-5,臺北市大安區忠孝東路3段300號7樓,優
63000030,鼎泰豐_SOGO復興店,A-186125275-00003-7,臺北市大安區忠孝東路3段300號B2,優
63000030,鰻將劍持屋_復興SOGO店,A-152456310-00001-5,臺北市大安區忠孝東路3段300號B2,優
63000030,賽門鄧普拉_SOGO復興店,A-129139741-00002-6,臺北市大安區忠孝東路3段300號B2,優
63000030,謝記海南雞飯_SOGO復興館,A-191065993-00001-1,臺北市大安區忠孝東路3段300號B2,優
63000030,廣安階_忠孝SOGO店,A-154680222-00014-2,臺北市大安區忠孝東路4段45號B1,優
63000030,台灣海記醬油雞_忠孝SOGO店,A-150877005-00002-2,臺北市大安區忠孝東路4段45號B1,優
63000020,QBurger 信義松山,A-183369712-00001-8,臺北市信義區松山路465巷2號,優
63000020,STARBUCKS COFFEE_松仁門市,A-116097091-00119-2,臺北市信義區松仁路7號1樓,優
63000020,STARBUCKS COFFEE_信義南山門市,A-116097091-02259-9,臺北市信義區松仁路100號2樓,優
63000110,喫茶趣ToGo 士林分公司,A-118559415-00242-4,臺北市士林區中正路300號,優
63000110,摩斯漢堡-士林中正店,A-123928945-01113-6 ,臺北市士林區中正路313號1、2樓,優
63000110,摩斯漢堡-士林芝山店,A-123928945-01015-7,臺北市士林區福華路158號1樓,優
63000110,摩斯漢堡-士林捷運店,A-123928945-01036-0,臺北市士林區中正路225號1、2樓,優
63000060,臺北市私立靜修高級中學,A-116530835-00009-8,臺北市大同區寧夏路59號,優
63000110,台北市士林區士林國小,A-127339259-00000-8,臺北市士林區大東路165號,優
63000060,QBurger 大同大龍店,A-175250015-00001-4,臺北市大同區大龍街150號,優
63000060,STARBUCKS COFFEE_保安門市,A-116097091-00645-6,臺北市大同區保安街11號,優
63000110,小紅花鐵板燒-新光三越台北天母店,A-200000317-00001-1,臺北市士林區天母東路68號7樓,優
63000110,雪嶽山韓式料理-新光三越台北天母店,A-153718045-00009-0,臺北市士林區忠誠路2段200號3樓,優
63000110,星乃珈琲天母店,A-153537683-00006-4,臺北市士林區天母東路68號2樓,優
63000110,春水堂天母店,A-128871301-00001-9,臺北市士林區忠誠路2段200號B棟3樓,優
63000110,靜岡勝政日式豬排_SOGO天母店,A-150906000-00010-9,臺北市士林區中山北路6段77號8樓,優
63000110,紅豆食府_SOGO天母店,A-116794266-00002-1,臺北市士林區中山北路6段77號8樓,優
63000110,omocafe_SOGO天母店,A-124770751-00001-2,臺北市士林區中山北路6段77號8樓,優
63000110,Sarabeth's_SOGO天母店,A-154680222-00009-6,臺北市士林區中山北路6段77號8F,優
63000110,1010湘--新光三越天母店,A-180697509-00007-9,臺北市士林區天母東路68號7樓,優
63000120,QBurger 北投實踐店,A-142362790-00001-2,臺北市北投區實踐街61號,優
63000010,STARBUCKS COFFEE_敦化門市,A-116097091-01970-8,臺北市松山區敦化北路147號,優
63000010,宜家家居-台北城市店小巨蛋,A-184309586-00021-4,臺北市松山區敦化北路100號B2,優
63000120,STARBUCKS COFFEE_石牌門市,A-116097091-02102-6,臺北市北投區石牌路2段74號1-3樓,優
63000120,Semeur聖娜-石牌門市,A-170790935-00029-9,臺北市北投區石牌路2段10號1樓,優
63000050,財團法人喜憨兒基金會喜憨兒烘焙坊-中華電信店,A-192070381-00005-3,臺北市中正區信義路1段21之3號,優
63000110,天鍋宴-天母店,A-150785532-00000-3,臺北市士林區天母北路66之一號,優
63000030,喫茶趣通化街分公司,A-118559415-00227-7,臺北市大安區通化街96號,優
63000030,天仁茗茶chaffee 大安店,A-118559415-00295-2,臺北市大安區大安路1段235號,優
63000030,摩斯漢堡-敦南店,A-123928945-00092-1,臺北市大安區敦化南路2段81巷59號,優
63000030,摩斯漢堡-仁愛店,A-123928945-00012-3,臺北市大安區仁愛路37之11號,優
63000030,摩斯漢堡-安和店,A-123928945-00007-7,臺北市大安區安和路1段70號,優
63000020,摩斯漠堡-世貿店,A-123928945-00097-6,臺北市信義區基隆路2段22號,優
63000110,天鍋宴-芝山店,A-152797302-00001-4,臺北市士林區中山北路6段35巷27號,優
63000050,Yamasaki-站前店,A-122522307-00009-0,臺北市忠孝西路1段49號,優
63000050,石研室台式爆炒石頭火鍋-和億北車站,A-124356965-00003-1,臺北市忠孝西路1段36號B 1,優
63000050,這一小鍋-台北誠品站前店,A-153830589-00031-3,臺北市中正區忠孝西路1段47號B1,優
63000110,肯德基-天母中山店,A-197161500-00402-3,臺北市士林區中山北路6段748750號,優
63000060,星巴克-南京西門市,A-116097091-02267-8,臺北市大同區南京西路36號,優
63000060,星巴克-台北圓環門市,A-116097091-00054-0,臺北市大同區南京西路288號,優
63000060,一之軒-南西店,A-122751743-00081-8,臺北市大同區南京西路35號,優
63000040,GBA-新光三越南西店三館,A-127981688-00005-2,臺北市中山區南京西路15號8F,優
63000040,瓦城-新光南西店一館,A-127327578-00003-2,臺北市中山區南京西路12號8F,優
63000040,老乾杯--新光南西店一館,A-170443909-00086-8,臺北市中山區南京西路12號7F,優
63000040,欣葉--新光南西店一館,A-112107610-00002-8,臺北市中山區南京西路12號8F,優
63000040,星乃咖啡店--新光南西店一館,A-153537683-00004-2,臺北市中山區南京西路12號4F,優
63000040,春水堂--新光南西店一館,A-127829853-00001-3,臺北市中山區南京西路12號B1,優
63000090,黑毛屋 南港中信店,A-170443909-00026-2,臺北市南港區經貿二路186之1號2樓,優
63000030,皇家哥本哈根咖啡輕食複合店_SOGO忠孝館,A-116746883-00015-7,臺北市大安區忠孝東路4段45號4樓,優
63000030,UCC Café Mercado_忠孝店,A-122662833-00002-2,臺北市大安區忠孝東路4段45號B2,優
63000030,BAC Cake&Sweets_忠孝SOGO店,A-124692475-00064-7,臺北市大安區忠孝東路4段45號B1,優
63000030,盛合屋_SOGO忠孝店,A-150841561-00003-1,臺北市大安區忠孝東路4段45號B1,優
63000030,AUNT STELLA_台北店,A-123225889-00058-0,臺北市大安區忠孝東路4段45號B1,優
63000030,荷李活茶街_忠孝SOGO店,A-183074647-00000-7,臺北市大安區忠孝東路4段45號2樓,優
63000030,Lady nara_忠孝SOGO店,A-127748310-00036-9,臺北市大安區忠孝東路4段45號12樓,優
63000030,petit doux微兜_SOGO忠孝店,A-124692475-00062-5,臺北市大安區忠孝東路4段45號11樓,優
63000030,涓豆腐-北市敦南店,A-128841757-00004-4,臺北市大安區敦化南路1段233巷9號,優
63000020,STARBUCKS COFFEE_北醫門市,A-116097091-00125-9,臺北市信義區吳興街220巷1號,優
63000020,STARBUCKS COFFEE_北醫吳興門市,A-116097091-00125-9,臺北市信義區吳興街220巷1號,優
63000070,STARBUCKS COFFEE_艋舺門市,A-116097091-02110-5,臺北市萬華區西園路1段306巷24&26號,優
63000070,Semeur聖娜_龍山門市,A-170790935-00010-9,臺北市萬華區西園路1段153號地下1樓,優
63000070,STARBUCKS COFFEE_漢中門市,A-116097091-00107-9,臺北市萬華區漢中街51號,優
63000110,象樣_天母SOGO店,A-200224206-00001-6,臺北市士林區中山北路6段77號8F,優
63000110,蓋飯王_天母SOGO店,A-179378302-00001-8,臺北市士林區中山北路6段77號8樓,優
63000110,STARBUCKS COFFEE_天玉門市,A-116097091-02229-6,臺北市士林區天玉街38巷18弄1號,優
63000110,QBurger 士林通河店,A-142422853-00001-9,臺北市士林區通河街125號,優
63000110,STARBUCKS COFFEE_士林承德門市,A-116097091-00020-3,臺北市士林區承德路4段67號,優
63000040,涓豆腐-大直美麗華店,A-128841757-00039-2,臺北市中山區敬業三路20號3樓,優
63000020,涓豆腐松山店,A-128841757-00008-8,臺北市信義區松山路11號2樓 (松山火車站-潤泰百益松山商場),優
63000040,22:02火鍋_美麗華店,A-124940448-00003-6,臺北市中山區敬業三路20號3樓,優
63000100,天仁餐盒有限公司,A-189459057-00000-5,臺北市內湖區新明路321巷10弄8號1樓,優
63000040,台北萬豪酒店/花園餐廳,A-116434853-00011-4,臺北市中山區樂群二路199號1F,優
63000040,台北萬豪酒店/宴會廳,A-116434853-00015-8,臺北市中山區樂群二路199號5F,優
63000040,寶吉祥咖啡_大直門市,A-153942775-00003-3,臺北市中山區大直街126號,優
63000040,寶吉祥蛋糕專賣店,A-153942775-00006-6,臺北市中山區樂群三路57號,優
63000110,非常泰_天母SOGO店,A-113137752-00002-9,臺北市士林區中山北路6段77號8樓,優
63000030,法務部司法官學院(沙山食品有限公司),A-116754898-00003-9,臺北市大安區辛亥路3段81號,優
63000050,STARBUCKS COFFEE-羅斯福路店,A-116097091-00194-5,臺北市中正區羅斯福路3段301號,優
63000050,STARBUCKS COFFEE-公館水源門市,A-116097091-00200-3,臺北市中正區思源街16號,優
63000020,福里安花神-新光三越信義新天地A9,A-123525871-00007-8,臺北市信義區松壽路9號2樓,優
63000020,欣葉-新光三越信義新天地A9,A-112107610-00003-9,臺北市信義區松壽路9號8樓,良
63000020,PappaRich金爸爸-新光三越信義新天地A9,A-124568356-00002-9,臺北市信義區松壽路9號7樓,優
63000020,muchoyaki-新光三越信義新天地A9,A-124750100-00004-1,臺北市信義區松壽路9號6樓,優
63000020,小後苑 Backyard Jr.-新光三越信義新天地A9,A-152672154-00001-1,臺北市信義區松壽路9號3樓,優
63000020,橘色-新光三越信義新天地A9,A-150758009-00001-3,臺北市信義區松壽路9號7樓,優
63000020,紅豆食府信義店,A-116794266-00006-5,臺北市信義區松壽路9號7樓,優
63000040,勝博殿-新光三越南西店三館,A-127980512-00010-3,臺北市中山區南京西路15號7F,優
63000030,石二鍋-台北安居店,A-161210008-00032-1,臺北市大安區安居街50號1樓,優
63000030,和牛涮日式鍋物放題台北羅斯福店,A-184630426-00481-4,臺北市大安區羅斯福路2段27號,優
63000030,辛殿麻辣鍋-公館店,A-183177025-00001-2,臺北市大安區羅斯福路3段316巷9弄1號,優
63000030,錢都涮涮鍋  師大店,A-126340145-00000-3,臺北市大安區羅斯福路3段95號,優
63000020,鴨迷-新光三越信義新天地A4館,A-155954374-00001-1 ,臺北市信義區松高路19號B1,優
63000010,丸壽司-微風廣場,A-128454447-00001-7,臺北市松山區復興南路1段39號B1,優
63000070,参加参台北西門町殿,A-153830589-00039-1,臺北市萬華區昆明街84號,優
63000080,台北市立萬芳醫院,A-197992625-00001-8,臺北市文山區興隆路3段111號(B1營養室),優
63000030,國聯大飯店-板石咖啡廳,A-112211114-00001-2,臺北市大安區光復南路200號2樓,優
63000040,中山老人住宅暨服務中心,A-176768312-00000-8,臺北市中山區新生北路2段101巷2號,優
63000110,勝博殿-新光三越台北天母店,A-127980512-00005-7,臺北市士林區天母東路68號1館7樓,良
63000110,兩班家炭烤-新光三越台北天母店,A-127332404-00002-5,臺北市士林區天母東路68號A棟7樓,優
63000020,花蓮扁食_微風南山,A-170837404-00028-1 ,臺北市信義區松智路17號B2,優
63000020,極之味龍抄手 微風南山,A-200234216-00001-8,臺北市信義區松智路17號,優
63000030,漢來海港自助餐廳_敦化店,A-124982729-00001-2,臺北市大安區敦化南路1段246號6F,優
63000030,SARABETH'S_台北敦化SOGO店,A-127748310-00013-4,臺北市大安區敦化南路1段246號B1,優
63000030,和食EN(SOGO百貨敦化館),A-128210689-00007-1,臺北市大安區敦化南路1段246號B2,優
63000030,紅豆食府_SOGO敦南店,A-116794266-00001-0,臺北市大安區敦化南路1段246號B2,優
63000030,維多麗亞N°168 頂級牛排館_SOGO敦化館,A-124975924-00001-1,臺北市大安區敦化南路1段246號7F,優
63000030,COFFEE LOVER's PLANET_SOGO台北敦化館,A-101187025-00006-8,臺北市大安區敦化南路1段246號B1,優
63000040,名廚排骨-誠品南西店,A-123580509-00002-2,臺北市中山區南京西路14號B1,優
63000050,STARBUCKS COFFEE-南海門市,A-116097091-00199-0,臺北市中正區南海路20號,優
63000050,STARBUCKS COFFEE- 忠新門市,A-116097091-00109-1,臺北市中正區忠孝東路2段134巷2號1樓,優
63000050,STARBUCKS COFFEE-懷寧門市,A-116097091-00098-8,臺北市中正區懷寧街10號1-3F,優
63000040,STARBUCKS COFFEE_大直樂群門市,A-116097091-02148-6,臺北市中山區樂群二路267號1~2樓,優
63000040,QBurger 中山復興店,A-183701921-00001-0,臺北市中山區復興北路514巷34號一樓,優
63000010,STARBUCKS COFFEE_宏泰門市,A-116097091-00090-0,臺北市松山區民生東路3段156之1號,優
63000040,STARBUCKS COFFEE_大直植福門市,A-116097091-00009-0,臺北市中山區敬業二路115號,優
63000030,Kaffee Amadeus_SOGO復興館,A-128683820-00001-6,臺北市大安區忠孝東路3段300號10樓,優
63000030,伊勢路勝勢日式豬排_SOGO復興館,A-153358323-00002-2,臺北市大安區忠孝東路3段300號10F,優
63000030,和食EN_SOGO復興館,A-128210689-00001-5,臺北市大安區忠孝東路3段300號11樓,優
63000030,晶湯匙泰式主題餐廳_台北SOGO店,A-112856563-00001-5,臺北市大安區忠孝東路3段300號10F,優
63000030,老乾杯_SOGO復興館,A-170443909-00093-6,臺北市大安區忠孝東路3段300號11樓,優
63000030,黑毛屋本家_SOGO復興館,A-170443909-00094-7,臺北市大安區忠孝東路3段300號11樓,優
63000030,新葡苑_台北復興店,A-127717442-00003-5,臺北市大安區忠孝東路3段300號10F,優
63000030,點水樓_SOGO店,A-127549234-00003-7,臺北市大安區忠孝東路3段300號11F,優
63000120,臺北市立關渡醫院-委託臺北榮民總醫院經營,A-400145317-00001-3,臺北市北投區知行路225巷12號,優
63000020,乾杯 信義ATT店,A-170443909-00007-1,臺北市信義區松壽路12號3樓,優
63000110,忠青商行-天母大葉高島屋,A-142634580-00032-5,臺北市士林區忠誠路2段55號B1F,優
63000020,台北 W 飯店/風尚廳,A-128466083-00003-8,臺北市信義區忠孝東路5段10號8F,優
63000020,台北 W 飯店/紫艷中餐廳,A-128466083-00001-6,臺北市信義區忠孝東路5段10號30F,優
63000070,國立臺灣大學醫學院附設醫院北護分院,A-300146940-00000-4,臺北市萬華區康定路37號,優
63000050,喫茶趣ToGo 三創店,A-118559415-00338-0,臺北市中正區市民大道3段2號B2,優
63000020,開飯川食堂-南山店,A-179955280-00173-4,臺北市信義區松智路17號5樓,優
63000100,燒肉smile-台北內湖,A-183293333-00170-0,臺北市內湖區內湖路1段320號,優
63000120,好時光早午餐（國立陽明交通大學）,A-112897044-00017-1,臺北市北投區立農街2段155號,優
63000020,晨間廚房-信義永吉店,A-128890222-01530-0,臺北市信義區永吉路30巷17號1樓,優
63000020,有之和牛-台北忠孝,A-128890222-01530-0,臺北市信義區忠孝東路5段497號1樓,優
63000020,燒肉smile-台北忠孝,A-183293333-00142-9,臺北市信義區忠孝東路5段497號2樓,優
63000020,築間-信義世貿店,A-183293333-00177-7,臺北市信義區基隆路1段426號1樓,優
63000120,財團法人馬偕醫護管理專科學校(學生餐廳),A-186863531-00008-6,臺北市北投區聖景路92號,優
63000100,中國信託商業銀行股份有限公司(良品團膳有限公司),N-153041162-00000-3,臺北市內湖區安康路22巷33號4樓員工餐廳,優
63000100,國立台灣戲曲學院,-,臺北市內湖區內湖路2段177號,優
63000040,老四川巴蜀麻辣燙 台北長安店,A-128836494-00016-9,臺北市中山區長安東路2段112號,優
63000010,光り鮨,A-193548095-00000-1,臺北市松山區復興北路179號,優
63000040,老四川巴蜀麻辣燙 台北南京店,A-128836494-00017-0,臺北市中山區南京東路2段45號,優
63000020,饗-A JOY 101店,A-179955280-00205-0,臺北市信義區信義路5段7號86樓,優
63000020,旭集信義店,A-179955280-00154-3,臺北市信義區松仁路58號9樓,優
63000020,台北寒舍艾美酒店TIPSY Sparrow,A-128999882-00015-9,臺北市信義區松仁路38號1樓,優
63000030,優米自助餐(國立臺灣科技大學),A-202262428-00001-6,臺北市大安區基隆路4段43號(台科大活動中心第一餐廳),優
63000030,A華加湯滷味(國立臺灣科技大學),A-278961159-00002-7,臺北市大安區基隆路4段43號(台科大活動中心第一餐廳),優
63000030,小木屋鬆餅 (國立臺灣科技大學),A-185082869-00004-8,臺北市大安區基隆路4段43號(台科大活動中心第一餐廳),優
63000030,涼麵自由吧(國立臺灣科技大學),A-202263236-00000-3,臺北市大安區基隆路4段43號(台科大活動中心第一餐廳),優
63000050,台北喜來登大飯店-行政貴賓廳,A-170471881-00002-6,臺北市中正區忠孝東路1段12號17樓,優
63000050,台北喜來登大飯店-SUSHI MOMO,A-170471881-00014-9,臺北市中正區忠孝東路1段12號2樓,優
63000050,填平咖啡 (臺北市立大學),A-176432871-00000-6,臺北市中正區愛國西路1號(臺北市立大學圖書館輕食區),優
63000050,拉亞漢堡-愛國店 (臺北市立大學),A-128813605-00094-4,臺北市中正區愛國西路1號(臺北市立大學),優
63000050,捲著吃 (臺北市立大學),A-202264802-00000-3,臺北市中正區愛國西路1號(臺北市立大學),優
63000050,包子商行 (臺北市立大學),A-202264784-00001-3,臺北市中正區愛國西路1號(臺北市立大學),優
63000050,佳香燒臘店 (臺北市立大學),A-200108182-00001-0,臺北市中正區愛國西路1號(臺北市立大學),優
63000050,就飲joying (臺北市立大學),A-200219022-00000-5,臺北市中正區愛國西路1號(臺北市立大學),優
63000050,陳陽溫州大餛飩 (臺北市立大學),A-202264839-00000-3,臺北市中正區愛國西路1號(臺北市立大學),優
63000050,迦南園小吃 (臺北市立大學),F-200105560-00001-2,臺北市中正區愛國西路1號(臺北市立大學),優
63000030,清心福全 (國立臺灣科技大學),A-180582719-01020-1,臺北市大安區基隆路4段43號(台科大活動中心第一餐廳),優
63000060,真珠-京站店,A-179955280-00165-5,臺北市大同區承德路1段1號B3樓,優
63000070,繪馬別邸-台北西門町店,A-183293333-00179-9,臺北市萬華區中華路1段88號3樓,優
63000090,漢來南港 東方樓頂級粵菜,A-194168749-00004-0,臺北市南港區經貿一路168號3F,優
63000090,漢來南港 國際宴會廳,A-194168749-00005-1,臺北市南港區經貿一路168號3F,優
63000090,漢來南港 島語自助餐,A-194168749-00003-9,臺北市南港區經貿一路168號2F,優
63000090,漢來南港 大廳酒廊,A-194168749-00001-7,臺北市南港區經貿一路168號1F,優
63000030,馬來鄉村(國立臺灣科技大學),A-154693471-00002-9,臺北市大安區基隆路4段43號(台科大活動中心第一餐廳),優
63000030,包子商行 (國立臺灣科技大學),A-202263752-00000-6,臺北市大安區基隆路4段43號(台科大活動中心第一餐廳),優
63000030,泰hi(國立臺灣科技大學),A-202265786-00000-5,臺北市大安區基隆路4段43號(台科大第二教學大樓餐廳),優
63000030,越香(國立臺灣科技大學),A-202263983-00001-3,臺北市大安區基隆路4段43號(台科大第二教學大樓餐廳),優
63000030,御弁當(國立臺灣科技大學),A-202263972-00000-0,臺北市大安區基隆路4段43號(台科大活動中心第一餐廳),優
63000050,幸福時光廚房_台北商業大學,A-175904839-00000-3,臺北市中正區濟南路1段321號,優
63000050,好口味_台北商業大學,A-200158117-00000-2,臺北市中正區濟南路1段321號,優
63000080,繽果企業社(中國科技大學)  市招:DREAMGO  BAR,A-200228696-00000-2,臺北市文山區興隆路3段56號崇德樓1樓,優
63000030,台北福華大飯店/七賢吧,A-136523299-00019-7,臺北市大安區仁愛路3段160號1F,優
63000030,台北福華大飯店/彩虹座,A-136523299-00002-9,臺北市大安區仁愛路3段160號1F,優
63000070,頂呱呱昆明店-呱呱國際股份有限公司西門分公司,A-153320967-00000-3,臺北市萬華區昆明街92之2號,優
63000070,清心福全,A-180582719-00550-8,臺北市萬華區成都路30號,優
63000070,迷客夏 臺北西門西寧店,A-128949151-00700-4,臺北市萬華區西寧南路48之3號,優
63000070,sola日式棉花糖,A-200212675-00001-3,臺北市萬華區西寧南路36之45號,優
63000070,幸福搖搖,A-183053426-00089-6,臺北市萬華區成都路54號1樓,優
63000070,那哈拉泰式料理,A-200179751-00002-1,臺北市萬華區西寧南路50巷5號4樓,優
63000070,國賓鹹粥,A-200134667-00001-7,臺北市萬華區成都路91號,優
63000070,廖嬌米粉湯,A-200136619-00001-6,臺北市萬華區成都路93號,優
63000070,酷聖石 西門門市,A-128459597-00013-1,臺北市萬華區成都路5號,優
63000070,成都楊桃冰,A-136508023-00003-8,臺北市萬華區中華路1段144之1號1樓,優
63000070,WESTGATE HOTEL永安棧,A-103125124-00001-7,臺北市萬華區中華路1段150號,優
63000070,宮武讃岐烏龍麵 西門店,A-142823908-00017-2,臺北市萬華區中華路1段114巷33號,優
63000070,小虹水餃小湯包,A-278966348-00001-1,臺北市萬華區中華路1段144之39號,優
63000070,comebuy,A-124483673-00257-9,臺北市萬華區中華路1段116號1樓,優
63000070,鼎王麻辣鍋.無老鍋,A-153546917-00022-2,臺北市萬華區中華路1段152號2樓,優
63000030,強尼兄弟健康餐盒(傳統複合企業有限公司),A-142837592-00012-0,臺北市大安區新生南路1段1號光華館1樓,優
63000030,杰飽早餐(杰克大叔早餐吧),A-278958045-00001-6,臺北市大安區建國南路81號,優
63000030,昇歆科技有限公司（飯飯堂）,A-278964860-00001-8,臺北市大安區新生南路1段1號2樓,優
63000030,日光料理有限公司,A-278962553-00001-5,臺北市大安區新生南路ㄧ段1號2樓,優
63000070,老山東牛肉家常麵店(萬祥號麵莊),A-115845908-00001-9,臺北市萬華區西寧南路70號B1之15,優
63000070,金園排骨(蓁園小吃店),A-200117497-00001-9,臺北市萬華區西寧南路70號B1之11,優
63000070,佐藤精肉西門店 (台灣富吉客有限公司西門分公司),A-190885207-00001-8,臺北市萬華區西寧南路70號地下1樓之9,優
63000070,植立餐飲(橙環泡沫紅茶店),A-200143173-00001-9,"臺北市萬華區西寧南路70號B1之3,4",優
63000070,貝玉飲食店,A-200173235-00001-1,臺北市萬華區西寧南路70號B1之10,優
63000070,活水鐵板燒(活水小吃店),A-200153070-00000-5,臺北市萬華區西寧南路70號B1之8,優
63000070,小鬍子丼(小鬍子小吃店),A-200173583-00001-7,臺北市萬華區西寧南路70號B1之28,優
63000070,沐茶閱讀咖啡館(沐茶餐飲有限公司),A-200138171-00001-1,臺北市萬華區西寧南路70號10樓,優
63000030,Twins手工蛋餅,A-200249553-00000-7,臺北市大安區羅斯福路4段1號,優
63000030,丘蒔堂,A-200249274-00001-8,臺北市大安區羅斯福路4段1號,優
63000030,路易莎_台大卓越門市,A-124693586-00546-6,臺北市大安區羅斯福路4段1號2樓(卓越聯合商場),優
63000070,索拉利亞西鐵飯店台北西門餐廳,A-182998679-00002-8,臺北市萬華區中華路1段88號7樓,優
63000070,京沺屋抹茶專門 西門店,A-278965967-00001-7,臺北市萬華區中華路1段88之2號,優
63000070,韓式辣炒年糕海苔飯捲專賣店,A-200109535-00000-2,臺北市萬華區中華路1段144之36號1樓,優
63000040,路易莎_榮星花園門市,A-124693586-00492-6,臺北市中山區民權東路3段16號,優
63000040,路易莎_南京建國店,A-124693586-00274-4,臺北市中山區南京東路2段206號,優
63000080,拉亞漢堡(世新大學),A-200135177-00001-4,臺北市文山區木柵路1段17巷1號  舍我樓,優
