行政區域代碼,業者名稱店名,食品業者登錄字號,地址,評核結果
63000030,福客亭早餐(國立臺灣科技大學),A-200000189-00003-0,臺北市大安區基隆路4段43號(台科大活動中心第一餐廳),優
63000030,溫州大餛飩(國立臺灣科技大學),A-200120629-00000-9,臺北市大安區基隆路4段43號(台科大活動中心第一餐廳),優
63000030,七樂燒臘(國立臺灣科技大學),A-200228612-00001-1,臺北市大安區基隆路4段43號(台科大活動中心第一餐廳),優
63000070,海底撈西門店,A-158493538-00007-0,臺北市萬華區桂林路1號4樓,優
63000070,西門國民小學(宏遠國際餐飲股份有限公司),A-125094980-00004-9,臺北市萬華區成都路98號,優
63000070,肯德基_台北萬大店,A-197161500-00363-9,臺北市萬華區萬大路286號,優
63000070,臺北市萬華區雙園國小(中原食品工業開發股份有限公司),A-122640634-00018-4,臺北市萬華區莒光路315號,優
63000010,兄弟大飯店/菊花廳,A-104274804-00005-2,臺北市松山區南京東路3段255號B1,優
63000010,兄弟大飯店/蝶花廳,A-104274804-00007-4,臺北市松山區南京東路3段255號1F,優
63000010,兄弟大飯店/梅花廳,A-104274804-00003-0,臺北市松山區南京東路3段255號2F,優
63000010,兄弟大飯店/蘭花廳,A-104274804-00004-1,臺北市松山區南京東路3段255號2F,優
63000010,兄弟大飯店/薔薇廳,A-104274804-00002-9,臺北市松山區南京東路3段255號13F,優
63000010,兄弟大飯店/花香廳,A-104274804-00006-3,臺北市松山區南京東路3段255號13之14F,優
63000010,兄弟大飯店/桂花廳,A-104274804-00001-8,臺北市松山區南京東路3段255號B2,優
63000050,天成大飯店/百合西餐廳,A-103069208-00002-8,臺北市中正區忠孝西路1段43號,優
63000050,天成大飯店/翠庭,A-103069208-00001-7,臺北市中正區忠孝西路1段43號2F,優
63000020,馬可先生雜糧健康烘焙-莊敬店,A-127410800-00012-3,臺北市信義區莊敬路238號,優
63000020,台北君悅酒店/歡飲廊(Cheers),A-112464047-00003-9,臺北市信義區松壽路2號,優
63000020,台北君悅酒店/寶艾西餐廳(BEL AIR),A-112464047-00008-4,臺北市信義區松壽路2號,優
63000020,台北君悅酒店/漂亮廣式海鮮餐廳,A-112464047-00005-1,臺北市信義區松壽路2號,優
63000020,台北君悅酒店/雲錦中餐廳,A-112464047-00004-0,臺北市信義區松壽路2號,優
63000020,台北君悅酒店/彩日本料理(彩IRODORI),A-112464047-00007-3,臺北市信義區松壽路2號,優
63000020,台北君悅酒店/宴會廳(凱悅廳),A-112464047-00006-2,臺北市信義區松壽路2號,優
63000020,台北君悅酒店/Ziga Zaga義大利餐廳,A-112464047-00009-5,臺北市信義區松壽路2號,優
63000020,台北君悅酒店/凱菲屋,A-112464047-00002-8,臺北市信義區松壽路2號,優
63000020,黑毛屋信義ATT店,A-170443909-00097-0,臺北市信義區松壽路12號4樓,優
63000020,海底撈火鍋 信義店,A-124944747-00000-9,臺北市信義區松智路17號B2,優
63000020,辛殿_信義店,A-124743426-00001-1,臺北市信義區松壽路12號,優
63000020,財團法人喜憨兒社會福利基金會_ENJOY 臺北餐廳,A-192070381-00036-7,臺北市信義區市府路1號,優
63000020,老先覺功夫窯燒火鍋_台北松德店,A-179807633-00000-1,臺北市信義區松德路71號1樓,優
63000070,加分100%浜中特選昆布鍋物台北西門店,A-200233391-00000-0,臺北市萬華區漢中街50巷2號2樓,良
63000040,台北晶華酒店-柏麗廳,A-104268726-00001-4,臺北市中山區中山北路2段39巷3號,良
63000040,台北晶華酒店-中庭餐廳,A-104268726-00006-9,臺北市中山區中山北路2段39巷3號,優
63000040,台北晶華酒店-晶華軒,A-104268726-00003-6,臺北市中山區中山北路2段39巷3號,優
63000040,台北晶華酒店-三燔本家,A-104268726-00007-0,臺北市中山區中山北路2段39巷3號,優
63000040,宴會廳-台北美福大飯店,A-124552087-00005-6,臺北市中山區樂群二路55號2樓,優
63000040,潮粵坊港潮餐廳-台北美福大飯店,A-124552087-00003-4,臺北市中山區樂群二路55號1樓,優
63000040,彩匯自助餐廳-台北美福大飯店,A-124552087-00004-5, 臺北市中山區樂群二路55號1樓,優
63000060,摩斯漢堡-京站店,A-123928945-00136-0,臺北市大同區承德路1段1號 (1樓28櫃位),優
63000040,摩斯漢堡-台北捷運爵士廣場店,A-123928945-01062-9,臺北市中山區中山北路2段48巷7號B1,優
63000040,摩斯漢堡-實踐大學店,A-123928945-00172-0,臺北市中山區大直街59號,優
63000040,摩斯漢堡-雙連店,A-123928945-00090-9,臺北市中山區民生西路77號1樓,優
63000040,喫茶趣ToGo中山北路分公司,A-118559415-00214-3,臺北市中山區中山北路1段105巷11號,優
63000040,肉多多火鍋_臺北重慶南店,A-183053426-00031-3,臺北市中正區重慶南路1段58號3樓,良
63000070,紅磡港式飲茶,A-200096326-00001-6,臺北市萬華區中華路1段144號2、3樓,良
63000050,摩斯漢堡-善導寺店,A-123928945-00124-7,臺北市中正區忠孝東路1段178號,優
63000050,摩斯漢堡重慶南路店店,A-123928945-00080-8,臺北市中正區重慶南路1段125號,優
63000050,喫茶趣TOGO微風台北車站專櫃1F,A-118559415-00225-5,臺北市中正區北平西路3號1F,優
63000050,喫茶趣TOGO羅斯福路分公司,A-118559415-00220-0,臺北市中正區羅斯福路4段36號1樓,優
63000030,錢都涮涮鍋汀州店,A-138508941-00000-6,臺北市中正區汀州路2段100號,優
63000030,台北福華大飯店/珍珠坊,A-136523299-00006-3,臺北市大安區仁愛路3段160號3樓,優
63000030,台北福華大飯店/江南春,A-136523299-00007-4,臺北市大安區仁愛路3段160號3樓,優
63000030,台北市福華大飯店/蓬萊邨,A-136523299-00001-8,臺北市大安區仁愛路3段160號B1,優
63000030,台北市福華大飯店/宴會廳,A-136523299-00009-6,臺北市大安區仁愛路3段160號B2,優
63000050,聚北海道鍋物-台北衡陽店,A-184630426-00051-7,臺北市中正區衡陽路3號2樓,優
63000050,聚北海道鍋物台北南昌店,A-184630426-00059-5,臺北市中正區南昌路2段216號2樓,優
63000050,財團法人喜憨兒社會福利基金會喜憨兒烘焙屋-勞保店,A-192070381-00004-2,臺北市中正區羅斯福路1段4號1樓,優
63000050,肯德基-台北南昌店,A-197161500-00654-2,臺北市中正區南昌路1段12號,優
63000050,馬可先生雜糧健康烘焙-羅斯福店,A-128467554-00001-0,臺北市中正區羅斯福路2段1號,優
63000030,福容大飯店 台北一館/宴會廳,A-128769734-00001-5,臺北市大安區建國南路1段266號,優
63000030,福容大飯店 台北一館/福粵樓,A-128769734-00002-6,臺北市大安區建國南路1段266號,優
63000030,福容大飯店 台北一館/順園日本料理,A-128769734-00003-7,臺北市大安區建國南路1段266號,優
63000040,聚北海道鍋物台北南京東店,A-184630426-00042-7,臺北市中山區南京東路2段72號B1,優
63000040,JR東日本大飯店台北-鉑麗安,A-183530737-00001-5,臺北市中山區南京東路3段133號B1,優
63000040,JR東日本大飯店台北-HAYASE,A-183530737-00003-7,臺北市中山區南京東路3段133號B1,優
63000040,JR東日本大飯店台北-凱華樓,A-183530737-00004-8,臺北市中山區南京東路3段133號B1,優
63000040,肯德基_台北中山店,A-197161500-00027-6,臺北市中山區南京東路3段222號1-4樓(南京東路捷運站),優
63000040,天仁茗茶CHAFFEE復興一店分公司,A-118559415-00259-2,臺北市中山區復興北路152號,優
63000040,摩斯漢堡-民權西路,A-123928945-00084-2,臺北市中山區民權西路25號,優
63000040,摩斯漢堡長安松江店,A-123928945-01076-4,臺北市中山區長安東路2段66號,優
63000060,喫茶趣ToGo 京站台北轉運站專櫃B3,A-118559415-00219-8,臺北市大同區承德路1段1號B3,優
63000010,財團法人喜憨兒社會福利基金會喜憨兒烘焙餐廳,A-192070381-00007-5,臺北市松山區民生東路4段80巷2號,優
63000070,摩斯漢堡-西門成都店,A-123928945-01169-7,臺北市萬華區成都路60號1、2F,優
63000010,22:02火鍋_八德店,A-124940448-00006-9,臺北市松山區八德路4段17巷7號,良
63000030,寶吉祥咖啡_東豐門市,A-153942775-00002-2,臺北市大安區東豐街72號,優
63000020,寶吉祥蔬食料理廚房,A-153942775-00001-1,臺北市信義區逸仙路42巷21號,優
63000030,這一鍋台北信義殿,A-153830589-00008-7,臺北市大安區信義路4段88號2樓,優
63000040,這一小鍋-台北誠品南西店,A-153830589-00024-5,臺北市中山區南京西路14號3樓,優
63000060,Yamazaki-台北中山店,A-122522307-00054-0,臺北市大同區長安西路52之1號地下一樓,優
63000060,肯德基台北承德店,A-197161500-00019-7,臺北市大同區承德路1段38號,優
63000060,馬可先生雜糧健康烘焙-承德店,A-128528216-00003-5,臺北市大同區承德路3段72號1樓,優
63000030,PAUL-台北仁愛店,A-153762843-00000-6,臺北市大安區仁愛路4段107號,優
63000030,福利麵包-仁愛門市,A-111820764-00017-5,臺北市大安區仁愛路4段26號,優
63000030,涮乃葉-忠孝明耀店,A-127766105-00030-5,臺北市大安區忠孝東路4段200號11樓,優
63000040,涮乃葉-欣欣百貨店,A-127766105-00010-3,臺北市中山區林森北路247號2樓,優
63000030,和牛涮日式鍋物放題-台北忠孝東店,A-184630426-00428-5,臺北市大安區忠孝東路4段128號2樓,優
63000040,和牛涮日式鍋物放題-台北林森北店,A-184630426-00454-4,臺北市中山區林森北路258號2樓,優
63000030,錢都涮涮鍋-市民大道店,A-179816577-00000-8,臺北市大安區光復南路72巷73號1樓,優
63000030,火鍋106粵式豬肚煲鍋-光復店,A-150905163-00001-8,臺北市大安區光復南路240巷5號,優
63000040,火鍋106粵式豬肚煲鍋-長春店,A-142650103-00001-0,臺北市中山區長春路218號,優
63000040,老先覺功夫窯燒火鍋-台北林森店,A-200230299-00001-5,臺北市中山區林森北路594.596號,優
63000080,臺北市立文山特殊教育學校-學校廚房,F-194069831-00000-3,臺北市文山區秀明路1段169號,優
63000020,臺北市立聯合醫院松德院區,A-400126705-00005-7,臺北市信義區松德路309號,優
63000020,Mo-Mo Paradise 台北統一時代牧場,A-116098275-00031-0,臺北市信義區忠孝東路5段8號7樓,優
63000020,Mo-Mo Paradise 台北Neo19牧場,A-116098275-00012-9,臺北市信義區松壽路22號2樓之1,優
63000030,帝一味自助餐,A-128858882-00002-9,臺北市大安區基隆路4段43號臺科大第二教學大樓,優
63000030,京都日式料理,A-200172260-00001-8,臺北市大安區基隆路4段43號臺科大第二教學大樓,優
63000030,藝素佳素食店,A-200173029-00001-2,臺北市大安區基隆路4段43號臺科大第二教學大樓,優
63000030,天津蔥抓餅(臺科大),A-200172269-00001-7,臺北市大安區基隆路4段43號臺科大第二教學大樓,優
63000030,芊宥(茶覺)(臺科大),A-200000478-00001-9,臺北市大安區基隆路4段43號臺科大第二教學大樓,優
63000030,李媽媽麵店,A-200171988-00000-3,臺北市大安區基隆路4段43號臺科大學生第一餐廳,優
63000030,高麗元,A-202263808-00001-9,臺北市大安區基隆路4段43號臺科大學生第一餐廳,優
63000030,強尼兄弟(台科大),A-142737592-00007-4,臺北市大安區基隆路4段43號臺科大學生活動中心第一餐廳,優
63000030,小熊廚房(台科大),A-200171578-00001-9,臺北市大安區基隆路4段43號臺科大學生第一餐廳,優
63000030,麗宴商行（麗宴自助餐）,A-200168686-00001-5,臺北市大安區新生南路1段1號,優
63000060,攪和商店（攪和餅果室）,A-200203740-00001-6,臺北市大安區建國南路1段81號,優
63000060,台北君品大酒店/雲軒廳,A-151877257-00002-2,臺北市大同區承德路1段3號6F,優
63000060,台北君品大酒店/頤宮廳,A-151877257-00001-1,臺北市大同區承德路1段3號17F,優
63000060,台北君品大酒店/宴會廳,A-151877257-00003-3,臺北市大同區承德路1段3號5F,優
63000100,福利麵包_東湖門市,A-111820764-00018-6,臺北市內湖區民權東路6段304號,優
63000100,錢都涮涮鍋內湖IKEA店,A-142490556-00003-6,臺北市內湖區舊宗路1段128號1樓,優
63000090,上官木桶鍋南港店,A-152890617-00000-6,臺北市南港區重陽路451號,優
63000090,這一小鍋台北南港店,A-153830589-00028-9,臺北市南港區忠孝東路7段369號A棟3樓,優
63000090,老先覺功夫窯燒火鍋南港興中店,A-188088938-00001-1,臺北市南港區興中路68巷6號,優
63000090,涮乃葉南港中信店,A-127766105-00073-2,臺北市南港區經貿二路188之1號2樓,優
63000120,北投老爺酒店 - 純、歐法料理餐廳,A-153353024-00001-4,臺北市北投區中和街2號,優
63000120,日勝生加賀屋國際溫泉飯店 - 天翔廳,A-127325109-00001-8,臺北市北投區光明路236號,優
63000110,紅番茄餐飲事業有限公司 (台北市士林高商),A-124399710-00009-2,臺北市士林區士商路150號,優
63000120,BEATA餐廳 (陽明交通大學),A-112897044-00017-1,臺北市北投區立農街2段155號,優
63000120,布查花園餐飲店 (陽明交通大學),A-200152866-00001-8,臺北市北投區立農街2段155號,優
63000120,北投麗禧溫泉酒店  - 歐陸餐廳,A-124324161-00003-4,臺北市北投區幽雅路30號,優
63000120,北投麗禧溫泉酒店 - 雍翠庭,A-124324161-00001-2,臺北市北投區幽雅路30號,優
63000120,北投麗禧溫泉酒店 - 宴會廳,A-124324161-00002-3,臺北市北投區幽雅路30號,優
63000050,喫茶趣ToGo-武昌街分公司 ,A-118559415-00232-3,臺北市中正區武昌街1段3號,優
63000010,摩斯漢堡-慶城店(安心食品公司) ,A-123928945-00220-4,臺北市松山區慶城街1號,優
63000010,摩斯漢堡-南京寧安店 (安心食品公司),A-123928945-01210-4,臺北市松山區南京東路4段197號,優
63000050,摩斯漢堡 - 台北南昌店,A-123928945-00074-1,臺北市中正區南昌路1段44號1樓,優
63000110,亞尼克陽明山門市,A-180609267-00047-7,臺北市士林區長春街6巷5號,優
63000030,CoCo壹番屋-公館台大店,A-112665635-00001-3,臺北市大安區羅斯福路4段1號,優
63000030,品軒樓中餐廳(國立臺灣大學),A-202269549-00001-7,臺北市大安區羅斯福路4段1號,優
63000030,重慶炒手(國立臺灣大學),A-187496056-00001-4,臺北市大安區羅斯福路4段1號,優
63000030,丹堤咖啡_台大卓越店,A-184478864-00407-8,臺北市大安區羅斯福路4段1號,優
63000030,JM Café&Bistro(國立臺灣大學),A-182885252-00001-9,臺北市大安區羅斯福路4段1號,優
63000030,女九宿舍餐廳與美義有限公司(女九宿舍),A-200044414-00000-6,臺北市大安區羅斯福路4段1號,優
63000030,御喜自助餐(台大第一學生活動中心),A-128858882-00003-0,臺北市大安區羅斯福路4段1號,優
63000030,食香園素食館(台大第一學生活動中心),A-200205517-00000-9,"臺北市大安區羅斯福路4段1號
",優
63000030,緒食一鍋小麻辣(台大第一學生活動中心),A-183485254-00006-3,臺北市大安區羅斯福路4段1號,優
63000030,四海遊龍(台大第一學生活動中心),A-124293977-00689-4,臺北市大安區羅斯福路4段1號,優
63000030,水雲堂Drinkstore(台大第一學生活動中心),A-200204264-00000-7,臺北市大安區羅斯福路4段1號,優
63000030,里洋烘培坊(台大第一學生活動中心),A-187296352-00001-1,臺北市大安區羅斯福路4段1號,優
63000040,好食多涮涮屋雙城店,A-188199977-00000-6,臺北市中山區雙城街19巷5號1樓,優
63000040,老先覺功夫窯燒火鍋台北興安店,A-179872578-00000-1,臺北市中山區興安街63號1樓,優
63000040,這一鍋台北吉林殿,A-153830589-00002-1,臺北市中山區吉林路190號,優
63000040,辛殿_松江店,A-131956866-00000-2,臺北市中山區松江路129之4號,優
63000040,火鍋106-粵式豬肚煲鍋吉林店,A-153942521-00001-0,臺北市中山區吉林路18號,優
63000040,錢都涮涮鍋吉林二店,A-194911305-00001-1,臺北市中山區吉林路24號,優
63000040,馬可先生雜糧健康烘焙-龍江店,A-129071088-00000-3,臺北市中山區龍江路300號1樓,優
63000040,Semeur聖娜_錦西門市,A-170790935-00051-4,臺北市中山區錦西街18號1樓,優
63000040,石二鍋中崙大潤發店,A-161210008-00121-0,臺北市中山區八德路2段306號B1,優
63000040,馬可先生雜糧健康烘焙-雙連店,A-128528216-00001-3,臺北市中山區民生西路46號,優
63000050,台北喜來登大飯店-安東廳,A-170471881-00005-9,臺北市中正區忠孝東路1段12號1樓,優
63000050,台北喜來登大飯店-桃山,A-170471881-00004-8,臺北市中正區忠孝東路1段12號1樓,優
63000050,台北喜來登大飯店-請客樓,A-170471881-00001-5,臺北市中正區忠孝東路1段12號1樓,優
63000030,天津蔥抓餅(慶小福食品企業社),F-200107020-00000-4,臺北市大安區新生南路1段1號光華館2樓,優
63000080,肉多多火鍋-文山景美店,A-183053426-00017-7,臺北市文山區景文街42號2樓,優
63000080,Yamazaki-萬芳店,A-122522307-00044-9,臺北市文山區興隆路3段100號,優
63000080,肯德基-文山木柵店,A-197161500-00404-5,臺北市文山區木柵路3段82號,優
63000040,Le Cafe咖啡廳-台北老爺大酒店,A-112401402-00002-4,臺北市中山區中山北路2段37之1號2F,優
63000040,中山日本料理廳-台北老爺大酒店,A-112401402-00003-5,臺北市中山區中山北路2段37之1號2F,優
63000040,明宮粵菜廳-台北老爺大酒店,A-112401402-00001-3,臺北市中山區中山北路2段37之1號3F,優
63000040,這一鍋台北中山北殿,A-153830589-00001-0,臺北市中山區中山北路3段31號,優
63000040,福利麵包-中山門市,A-111820764-00016-4,臺北市中山區中山北路3段23-5號,優
63000110,馬可先生雜糧健康烘焙-石牌店,A-128467554-00003-2,臺北市士林區美德街40號,優
63000110,老先覺功夫窯燒火鍋-士林中正店,A-179803025-00000-2,臺北市士林區中正路355號1樓,優
63000120,臺北市泉源實驗國民小學學生餐廳,A-131006710-00000-6,臺北市北投區東昇路34號,優
63000110,肯德基-士林文昌店,A-197161500-00628-3,臺北市士林區中正路351號,優
63000120,日勝生加賀屋國際溫泉飯店/天翔廳,A-127325109-00001-8,臺北市北投區光明路236號,優
63000120,這一小鍋台北北護店,A-153830589-00038-0,臺北市北投區明德路365號第三學生宿舍大樓2樓 ,優
63000120,老先覺功夫窯燒火鍋北投石牌店,A-188150329-00001-5,臺北市北投區石牌路1段148 號,優
63000110,馬可先生雜糧健康烘焙-士林店,A-124267400-00001-4,臺北市士林區美德街40號,優
63000110,錢都涮涮鍋-士林芝山店,A-126342220-00000-9,臺北市士林區福國路71號之1,優
63000110,肯德基_北投中央店,A-197161500-00959-0,臺北市士林區中正路351號,優
63000050,SUKHOTHAI(台北喜來登大飯店),A-170471881-00003-7,臺北市中正區忠孝東路1段12號2樓,優
63000070,鍋爸鴛鴦鍋(西門店),A-125556238-00001-5,臺北市萬華區成都路67號地下1樓,優
63000100,冠冕盒餐食品股份有限公司,A-180189309-00000-6,臺北市內湖區內湖路1段91巷38弄5號1樓,優
63000100,福氣食品有限公司,A-180687615-00000-9,臺北市內湖區文湖街60巷32號,優
63000100,PAUL-台北3內湖店,A-153762843-00001-7,臺北市內湖區洲子街75號,優
63000100,肯德基_台北內湖店,A-197161500-00002-9,臺北市內湖區內湖路1段230號,優
63000100,肯德基_內湖瑞光店,A-197161500-00714-9,臺北市內湖區瑞光路292號,優
63000100,亞尼克菓子工房_內湖旗艦店,A-180609267-00001-7,臺北市內湖區瑞湖街178巷15號,優
63000100,火鍋106-粵式豬肚煲鍋內湖店,A-152879346-00000-2,臺北市內湖區港墘路119號,優
63000100,老先覺麻辣窯燒鍋_台北內湖店,A-200016329-00001-1,臺北市內湖區內湖路2段388號,優
63000100,老先覺功夫窯燒鍋台北西湖店,A-200151680-00001-1,臺北市內湖區內湖路1段323巷13之1號,優
63000010,點心世界/小南門傳統豆花_微風南京,A-124977367-00001-4,臺北市松山區南京東路3段337號B2,優
63000020,帕泰家_新光三越信義新天地A8,A-128841757-00096-5,臺北市信義區松高路12號B1,優
63000050,八番赤野日式料理_微風台北車站,A-154945048-00003-0,臺北市中正區北平西路3號2樓,優
63000050,洪十一台南擔仔麵_台北微風店,A-150876619-00001-1,臺北市中正區北平西路3號2樓,優
63000050,韓鶴亭_微風台北車站,A-153718045-00022-5,臺北市中正區北平西路3號2樓,優
63000050,久久炙燒牛排_微風台北車站店,A-150856037-00001-3,臺北市中正區北平西路3號2樓,優
63000020,酷聖石冰淇淋信新門市,A-128459597-00015-3,臺北市信義區松高路12號B2,優
63000050,漾紅花鐵板燒_新光站前店,A-200000459-00003-0,臺北市中正區忠孝西路1段66號地下1樓,優
63000050,韓鶴亭-新光站前店,A-153718045-00019-1,臺北市中正區忠孝西路1段66號地下1樓,優
63000050,丸龜製麵3號店-新光站前店,A-153919541-00007-2,臺北市中正區忠孝西路1段66號地下1樓,優
63000050,豆腐村-新光站前店,A-153221376-00028-7,臺北市中正區忠孝西路1段66號地下2樓,優
63000050,KEY COFFEE-新光站前店,A-122175159-00005-5,臺北市中正區忠孝西路1段66號地下2樓,優
63000050,瓦城-新光站前店,A-124703944-00004-5,臺北市中正區忠孝西路1段66號12樓,優
63000050,勝博殿-新光站前店,A-127980512-00001-3,臺北市中正區忠孝西路1段66號12樓,優
63000020,STARBUCKS COFFEE 永春門市,A-116097091-00039-3,臺北市信義區忠孝東路5段297號1樓,優
63000020,大心_台北101店,A-112875098-00005-3,臺北市信義區市府路45號B1,優
63000020,Dreamers Coffee Roasters TAIPEI101,A-142826026-00011-0,臺北市信義區市府路45號B1,優
63000020,果汁熊-台北101店,A-124465056-00044-8,臺北市信義區市府路45號B1,優
63000020,阿達師五星麵鋪-台北101店,A-128841757-00103-4,臺北市信義區市府路45號B1,優
63000020,T.G.I. FRIDAY'S_統一時代百貨,A-123932928-00014-1,臺北市信義區忠孝東路5段8號2樓,優
63000020,花月嵐_統一時代百貨,A-190837085-00002-0,臺北市信義區忠孝東路5段8號B2,優
63000020,義芙糖_統一時代百貨,A-154217152-00005-0,臺北市信義區忠孝東路5段8號B2,優
63000020,餃子的王將_統一時代店,A-152520299-00004-6,臺北市信義區忠孝東路5段8號B2,優
63000020,博多山海天婦羅餐廳_統一時代百貨,A-153090183-00001-8,臺北市信義區忠孝東路5段8號B2,優
63000020,BEPPIN PASTA 統一時代百貨,A-150906000-00027-7,臺北市信義區忠孝東路5段8號B2,優
63000020,Lady nara_統一時代店,A-127748310-00028-0,臺北市信義區忠孝東路5段8號3F,優
63000020,開飯川食堂_統一時代百貨,A-179955280-00120-6,臺北市信義區忠孝東路5段8號7樓,優
63000020,NARA Thai Cuisine_統一時代店,A-127748310-00030-3,臺北市信義區忠孝東路5段8號7F,優
63000020,Café&Meal MUJI_統一時代店,A-180518858-00001-2,臺北市信義區忠孝東路5段8號B2,優
63000020,勝政日式豬排_台北統一時代店,A-150906000-00007-5,臺北市信義區忠孝東路5段8號B2,優
63000020,瓦城大心_台北統一時代店,A-180286061-00005-4,臺北市信義區忠孝東路5段8號B2,優
63000020,小南門_統一時代百貨,A-153740476-00007-1,臺北市信義區忠孝東路5段8號B2,優
63000020,美珍香_統一時代百貨台北店,A-200027610-00002-7,臺北市信義區忠孝東路5段8號B2,優
63000030,橘色涮涮屋二館,A-148763033-00000-2,臺北市大安區仁愛路4段29之2號1樓,優
63000050,石二鍋-台北延平南店,A-161210008-00125-4,臺北市中正區延平南路183號1樓,優
63000030,肉多多火鍋-古亭旗艦店,A-183053426-00010-0,臺北市大安區羅斯福路2段79號3樓,優
63000050,臺北市立聯合醫院和平婦幼院區,A-400126705-00003-5,臺北市中正區中華路2段33號,優
63000050,國營台灣鐵路股份有限公司附業營運處台北餐旅分處,A-402265250-00000-3,臺北市中正區北平西路3號6樓6126室,優
63000020,紅花鐵板燒-新光三越信義新天地A4館,A-200000317-00004-4,臺北市信義區松高路19號6樓,優
63000020,torajastar-新光三越信義新天地A4館,A-184435063-00001-2,臺北市信義區松高路19號B2,優
63000020,樂軒松阪亭-新光三越信義新天地A4館,A-150757509-00001-7,臺北市信義區松高路19號6樓,優
63000020,小川鍋物-新光三越信義新天地A4館,A-185011372-00001-6,臺北市信義區松高路19號B2,優
63000020,Top Cap Steakhouse教父牛排-新光三越信義新天地A4館,A-124750100-00001-8,臺北市信義區松高路19號5樓,優
63000020,夜上海-新光三越信義新天地A4館,A-153677065-00001-8,臺北市信義區松高路19號5樓,優
63000020,劍持屋-新光三越信義新天地A4館,A-124934282-00001-3,臺北市信義區松高路19號5樓,優
63000020,Herbivore-新光三越信義新天地A4館,A-155847987-00001-2,臺北市信義區松高路19號2樓,優
63000020,芝初-新光三越信義新天地A4館,A-124656365-00003-8,臺北市信義區松高路19號B1,優
63000040,一之軒-民權店,A-122751743-00009-8,臺北市中山區民權西路66號,優
63000040,QBurger 中山吉林店,A-175914920-00001-6,臺北市中山區吉林路397號,優
63000040,STARBUCKS COFFEE 龍權門市,A-116097091-00005-6,臺北市中山區民權東路3段22號1樓,優
63000040,STARBUCKS COFFEE 民權門市,A-116097091-00001-2,臺北市中山區民權東路3段88號,優
63000010,老乾杯 慶城店,A-170443909-00017-2,臺北市松山區慶城街29號1樓,優
63000020,COMEBUYTEA松菸文創店,A-152704466-00002-4,臺北市信義區菸廠路88號R043櫃,優
63000020,STARBUCKS COFFEE-世貿一館門市,A-116097091-02355-6,臺北市信義區信義路5段5號1樓,優
63000020,STARBUCKS COFFEE-南山門市,A-116097091-00120-4,臺北市信義區莊敬路168號1樓,優
63000080,STARBUCKS COFFEE-木新門市,A-116097091-01678-3,臺北市文山區木新路3段162號,優
63000050,Semeur聖娜-北站門市,A-170790935-00026-6,臺北市中正區忠孝西路1段49號B3,優
63000050,STARBUCKS COFFEE-時代寓所門市,A-116097091-02445-6,臺北市中正區林森南路7之1號,優
63000030,STARBUCKS COFFEE 敦和門市,A-116097091-00088-7,臺北市大安區敦化南路2段263號,優
63000030,STARBUCKS COFFEE 敦南門市,A-116097091-00084-3,臺北市大安區敦化南路2段101號1樓,優
63000030,STARBUCKS COFFEE 復安門市,A-116097091-00070-8,臺北市大安區復興南路1段135巷9號,優
63000030,一之軒-科技大樓店,A-122751743-00086-3,臺北市大安區復興南路2段201號,優
63000030,STARBUCKS COFFEE 永康街2F門市,A-116097091-02199-2,臺北市大安區永康街2號2F&2F之1,優
63000030,STARBUCKS COFFEE 和平門市,A-116097091-00195-6,臺北市大安區和平東路1段2號,優
63000030,STARBUCKS COFFEE 辛亥門市,A-116097091-00197-8,臺北市大安區辛亥路2段175號,優
63000030,STARBUCKS COFFEE 通化門市,A-116097091-00072-0,臺北市大安區文昌街209號,優
63000030,STARBUCKS COFFEE 同領門市,A-116097091-00066-3,臺北市大安區忠孝東路4段201號,優
63000010,STARBUCKS COFFEE_北寧門市,A-116097091-00083-2,臺北市松山區南京東路4段56號1樓,優
63000010,一之軒-南京店,A-122751743-00010-0,臺北市松山區南京東路5段154號,優
63000020,COMEBUYTEA-信義威秀店,A-152704466-00004-6,臺北市信義區松壽路20號2樓14號櫃位,優
63000110,QBurger 士林忠義店,A-172997139-00001-6,臺北市士林區忠義街113之1號1樓,優
63000110,STARBUCKS COFFEE-天母崇光門市,A-116097091-00026-9,臺北市士林區中山北路6段77號B1,優
63000110,STARBUCKS COFFEE-忠誠門市,A-116097091-00021-4,臺北市士林區士東路123號,優
63000090,STARBUCKS COFFEE_南港重陽門市,A-116097091-02515-4,臺北市南港區重陽路269號一樓,優
63000090,STARBUCKS COFFEE_南港門市,A-116097091-00037-1,臺北市南港區三重路19之10號,優
63000090,STARBUCKS COFFEE_後山埤門市,A-116097091-02479-3,臺北市南港區忠孝東路5段968號,優
63000100,QBurger 內湖金龍店,A-200183698-00001-5,臺北市內湖區金龍路74號,優
63000100,STARBUCKS COFFEE_內湖文德門市,A-116097091-02272-4,臺北市內湖區文德路212號,優
63000100,QBurger 內湖星雲店,A-179815845-00001-6,臺北市內湖區星雲街14號,優
63000100,STARBUCKS COFFEE_康寧門市,A-116097091-00038-2,臺北市內湖區康寧路3段72號1樓,優
63000100,宜家家居 內湖店,A-184309586-00018-0,臺北市內湖區舊宗路1段128號,優
63000010,丸壽司_微風南京店,A-128454447-00010-7,臺北市松山區南京東路3段337號B2,優
63000010,瓦城大心_台北微風南京店,A-124703944-00002-3,臺北市松山區南京東路337號B2,優
